YearMonth,Value,month_number,date,year,month
197403,-0.0503,1131,1974-03-01,1974,Mar
197404,-0.0422,1132,1974-04-01,1974,Apr
197405,-0.0247,1133,1974-05-01,1974,May
197406,-0.0389,1134,1974-06-01,1974,Jun
197407,0.0174,1135,1974-07-01,1974,Jul
197408,0.0127,1136,1974-08-01,1974,Aug
197409,-0.0419,1137,1974-09-01,1974,Sep
197410,-0.0822,1138,1974-10-01,1974,Oct
197411,-0.0659,1139,1974-11-01,1974,Nov
197412,-0.0971,1140,1974-12-01,1974,Dec
197501,0.1198,1141,1975-01-01,1975,Jan
197502,0.0311,1142,1975-02-01,1975,Feb
197503,0.1094,1143,1975-03-01,1975,Mar
197504,0.0791,1144,1975-04-01,1975,Apr
197505,0.0683,1145,1975-05-01,1975,May
197506,0.0347,1146,1975-06-01,1975,Jun
197507,0.0049,1147,1975-07-01,1975,Jul
197508,-0.0671,1148,1975-08-01,1975,Aug
197509,0.0171,1149,1975-09-01,1975,Sep
197510,-0.1232,1150,1975-10-01,1975,Oct
197511,-0.1453,1151,1975-11-01,1975,Nov
197512,-0.0899,1152,1975-12-01,1975,Dec
197601,-0.0187,1153,1976-01-01,1976,Jan
197602,-0.1218,1154,1976-02-01,1976,Feb
197603,-0.2399,1155,1976-03-01,1976,Mar
197604,-0.0232,1156,1976-04-01,1976,Apr
197605,-0.1236,1157,1976-05-01,1976,May
197606,-0.0742,1158,1976-06-01,1976,Jun
197607,-0.0857,1159,1976-07-01,1976,Jul
197608,-0.0907,1160,1976-08-01,1976,Aug
197609,-0.0449,1161,1976-09-01,1976,Sep
197610,-0.184,1162,1976-10-01,1976,Oct
197611,-0.0434,1163,1976-11-01,1976,Nov
197612,0.0897,1164,1976-12-01,1976,Dec
197701,0.0613,1165,1977-01-01,1977,Jan
197702,0.236,1166,1977-02-01,1977,Feb
197703,0.3105,1167,1977-03-01,1977,Mar
197704,0.282,1168,1977-04-01,1977,Apr
197705,0.2357,1169,1977-05-01,1977,May
197706,0.2465,1170,1977-06-01,1977,Jun
197707,0.1714,1171,1977-07-01,1977,Jul
197708,0.1409,1172,1977-08-01,1977,Aug
197709,0.1844,1173,1977-09-01,1977,Sep
197710,0.1169,1174,1977-10-01,1977,Oct
197711,0.2597,1175,1977-11-01,1977,Nov
197712,0.1111,1176,1977-12-01,1977,Dec
197801,0.1596,1177,1978-01-01,1978,Jan
197802,0.129,1178,1978-02-01,1978,Feb
197803,0.2222,1179,1978-03-01,1978,Mar
197804,0.1304,1180,1978-04-01,1978,Apr
197805,0.0583,1181,1978-05-01,1978,May
197806,0.0524,1182,1978-06-01,1978,Jun
197807,0.068,1183,1978-07-01,1978,Jul
197808,0.0033,1184,1978-08-01,1978,Aug
197809,0.0738,1185,1978-09-01,1978,Sep
197810,0.0627,1186,1978-10-01,1978,Oct
197811,0.2243,1187,1978-11-01,1978,Nov
197812,0.1499,1188,1978-12-01,1978,Dec
197901,0.1584,1189,1979-01-01,1979,Jan
197902,0.0909,1190,1979-02-01,1979,Feb
197903,0.2414,1191,1979-03-01,1979,Mar
197904,0.1099,1192,1979-04-01,1979,Apr
197905,0.155,1193,1979-05-01,1979,May
197906,0.2172,1194,1979-06-01,1979,Jun
197907,0.1721,1195,1979-07-01,1979,Jul
197908,0.2245,1196,1979-08-01,1979,Aug
197909,0.2516,1197,1979-09-01,1979,Sep
197910,0.2936,1198,1979-10-01,1979,Oct
197911,0.2955,1199,1979-11-01,1979,Nov
197912,0.5024,1200,1979-12-01,1979,Dec
198001,0.3065,1201,1980-01-01,1980,Jan
198002,0.3491,1202,1980-02-01,1980,Feb
198003,0.2384,1203,1980-03-01,1980,Mar
198004,0.3067,1204,1980-04-01,1980,Apr
198005,0.3138,1205,1980-05-01,1980,May
198006,0.2469,1206,1980-06-01,1980,Jun
198007,0.216,1207,1980-07-01,1980,Jul
198008,0.1952,1208,1980-08-01,1980,Aug
198009,0.2006,1209,1980-09-01,1980,Sep
198010,0.1817,1210,1980-10-01,1980,Oct
198011,0.332,1211,1980-11-01,1980,Nov
198012,0.2683,1212,1980-12-01,1980,Dec
198101,0.4643,1213,1981-01-01,1981,Jan
198102,0.3608,1214,1981-02-01,1981,Feb
198103,0.4093,1215,1981-03-01,1981,Mar
198104,0.3559,1216,1981-04-01,1981,Apr
198105,0.2614,1217,1981-05-01,1981,May
198106,0.2844,1218,1981-06-01,1981,Jun
198107,0.2252,1219,1981-07-01,1981,Jul
198108,0.2417,1220,1981-08-01,1981,Aug
198109,0.1845,1221,1981-09-01,1981,Sep
198110,0.167,1222,1981-10-01,1981,Oct
198111,0.2121,1223,1981-11-01,1981,Nov
198112,0.4181,1224,1981-12-01,1981,Dec
198201,0.1321,1225,1982-01-01,1982,Jan
198202,0.1562,1226,1982-02-01,1982,Feb
198203,0.0817,1227,1982-03-01,1982,Mar
198204,0.2031,1228,1982-04-01,1982,Apr
198205,0.1904,1229,1982-05-01,1982,May
198206,0.122,1230,1982-06-01,1982,Jun
198207,0.1422,1231,1982-07-01,1982,Jul
198208,0.1398,1232,1982-08-01,1982,Aug
198209,0.2328,1233,1982-09-01,1982,Sep
198210,0.1762,1234,1982-10-01,1982,Oct
198211,0.1494,1235,1982-11-01,1982,Nov
198212,0.4345,1236,1982-12-01,1982,Dec
198301,0.5152,1237,1983-01-01,1983,Jan
198302,0.4807,1238,1983-02-01,1983,Feb
198303,0.4253,1239,1983-03-01,1983,Mar
198304,0.2904,1240,1983-04-01,1983,Apr
198305,0.2866,1241,1983-05-01,1983,May
198306,0.2625,1242,1983-06-01,1983,Jun
198307,0.2643,1243,1983-07-01,1983,Jul
198308,0.3214,1244,1983-08-01,1983,Aug
198309,0.3159,1245,1983-09-01,1983,Sep
198310,0.2104,1246,1983-10-01,1983,Oct
198311,0.4304,1247,1983-11-01,1983,Nov
198312,0.2724,1248,1983-12-01,1983,Dec
198401,0.2809,1249,1984-01-01,1984,Jan
198402,0.1726,1250,1984-02-01,1984,Feb
198403,0.2701,1251,1984-03-01,1984,Mar
198404,0.1478,1252,1984-04-01,1984,Apr
198405,0.2815,1253,1984-05-01,1984,May
198406,0.1292,1254,1984-06-01,1984,Jun
198407,0.117,1255,1984-07-01,1984,Jul
198408,0.1662,1256,1984-08-01,1984,Aug
198409,0.1406,1257,1984-09-01,1984,Sep
198410,0.1172,1258,1984-10-01,1984,Oct
198411,0.0355,1259,1984-11-01,1984,Nov
198412,-0.0938,1260,1984-12-01,1984,Dec
198501,0.1765,1261,1985-01-01,1985,Jan
198502,0.016,1262,1985-02-01,1985,Feb
198503,0.1852,1263,1985-03-01,1985,Mar
198504,0.1452,1264,1985-04-01,1985,Apr
198505,0.1928,1265,1985-05-01,1985,May
198506,0.1267,1266,1985-06-01,1985,Jun
198507,0.0757,1267,1985-07-01,1985,Jul
198508,0.126,1268,1985-08-01,1985,Aug
198509,0.1,1269,1985-09-01,1985,Sep
198510,0.1282,1270,1985-10-01,1985,Oct
198511,0.1158,1271,1985-11-01,1985,Nov
198512,0.1963,1272,1985-12-01,1985,Dec
198601,0.3226,1273,1986-01-01,1986,Jan
198602,0.2776,1274,1986-02-01,1986,Feb
198603,0.2944,1275,1986-03-01,1986,Mar
198604,0.2583,1276,1986-04-01,1986,Apr
198605,0.2478,1277,1986-05-01,1986,May
198606,0.2518,1278,1986-06-01,1986,Jun
198607,0.1659,1279,1986-07-01,1986,Jul
198608,0.1671,1280,1986-08-01,1986,Aug
198609,0.1695,1281,1986-09-01,1986,Sep
198610,0.2054,1282,1986-10-01,1986,Oct
198611,0.1525,1283,1986-11-01,1986,Nov
198612,0.2169,1284,1986-12-01,1986,Dec
198701,0.3091,1285,1987-01-01,1987,Jan
198702,0.5008,1286,1987-02-01,1987,Feb
198703,0.253,1287,1987-03-01,1987,Mar
198704,0.2979,1288,1987-04-01,1987,Apr
198705,0.3307,1289,1987-05-01,1987,May
198706,0.3001,1290,1987-06-01,1987,Jun
198707,0.4178,1291,1987-07-01,1987,Jul
198708,0.3828,1292,1987-08-01,1987,Aug
198709,0.4326,1293,1987-09-01,1987,Sep
198710,0.3341,1294,1987-10-01,1987,Oct
198711,0.3292,1295,1987-11-01,1987,Nov
198712,0.529,1296,1987-12-01,1987,Dec
198801,0.5476,1297,1988-01-01,1988,Jan
198802,0.3895,1298,1988-02-01,1988,Feb
198803,0.483,1299,1988-03-01,1988,Mar
198804,0.4416,1300,1988-04-01,1988,Apr
198805,0.3788,1301,1988-05-01,1988,May
198806,0.3851,1302,1988-06-01,1988,Jun
198807,0.3405,1303,1988-07-01,1988,Jul
198808,0.3184,1304,1988-08-01,1988,Aug
198809,0.3188,1305,1988-09-01,1988,Sep
198810,0.299,1306,1988-10-01,1988,Oct
198811,0.2288,1307,1988-11-01,1988,Nov
198812,0.3596,1308,1988-12-01,1988,Dec
198901,0.2131,1309,1989-01-01,1989,Jan
198902,0.3053,1310,1989-02-01,1989,Feb
198903,0.3339,1311,1989-03-01,1989,Mar
198904,0.2864,1312,1989-04-01,1989,Apr
198905,0.2762,1313,1989-05-01,1989,May
198906,0.2714,1314,1989-06-01,1989,Jun
198907,0.3004,1315,1989-07-01,1989,Jul
198908,0.3004,1316,1989-08-01,1989,Aug
198909,0.302,1317,1989-09-01,1989,Sep
198910,0.3025,1318,1989-10-01,1989,Oct
198911,0.2508,1319,1989-11-01,1989,Nov
198912,0.3984,1320,1989-12-01,1989,Dec
199001,0.3597,1321,1990-01-01,1990,Jan
199002,0.405,1322,1990-02-01,1990,Feb
199003,0.7323,1323,1990-03-01,1990,Mar
199004,0.4879,1324,1990-04-01,1990,Apr
199005,0.425,1325,1990-05-01,1990,May
199006,0.4085,1326,1990-06-01,1990,Jun
199007,0.3425,1327,1990-07-01,1990,Jul
199008,0.3447,1328,1990-08-01,1990,Aug
199009,0.3118,1329,1990-09-01,1990,Sep
199010,0.4247,1330,1990-10-01,1990,Oct
199011,0.4758,1331,1990-11-01,1990,Nov
199012,0.4445,1332,1990-12-01,1990,Dec
199101,0.4493,1333,1991-01-01,1991,Jan
199102,0.4627,1334,1991-02-01,1991,Feb
199103,0.365,1335,1991-03-01,1991,Mar
199104,0.5145,1336,1991-04-01,1991,Apr
199105,0.4067,1337,1991-05-01,1991,May
199106,0.4772,1338,1991-06-01,1991,Jun
199107,0.4416,1339,1991-07-01,1991,Jul
199108,0.3846,1340,1991-08-01,1991,Aug
199109,0.3862,1341,1991-09-01,1991,Sep
199110,0.3271,1342,1991-10-01,1991,Oct
199111,0.3154,1343,1991-11-01,1991,Nov
199112,0.3032,1344,1991-12-01,1991,Dec
199201,0.4717,1345,1992-01-01,1992,Jan
199202,0.4476,1346,1992-02-01,1992,Feb
199203,0.4321,1347,1992-03-01,1992,Mar
199204,0.2914,1348,1992-04-01,1992,Apr
199205,0.3256,1349,1992-05-01,1992,May
199206,0.2808,1350,1992-06-01,1992,Jun
199207,0.133,1351,1992-07-01,1992,Jul
199208,0.1386,1352,1992-08-01,1992,Aug
199209,0.0557,1353,1992-09-01,1992,Sep
199210,0.1131,1354,1992-10-01,1992,Oct
199211,0.0904,1355,1992-11-01,1992,Nov
199212,0.28,1356,1992-12-01,1992,Dec
199301,0.3787,1357,1993-01-01,1993,Jan
199302,0.389,1358,1993-02-01,1993,Feb
199303,0.4151,1359,1993-03-01,1993,Mar
199304,0.3123,1360,1993-04-01,1993,Apr
199305,0.3398,1361,1993-05-01,1993,May
199306,0.2892,1362,1993-06-01,1993,Jun
199307,0.2299,1363,1993-07-01,1993,Jul
199308,0.2083,1364,1993-08-01,1993,Aug
199309,0.167,1365,1993-09-01,1993,Sep
199310,0.2419,1366,1993-10-01,1993,Oct
199311,0.0882,1367,1993-11-01,1993,Nov
199312,0.3131,1368,1993-12-01,1993,Dec
199401,0.2862,1369,1994-01-01,1994,Jan
199402,0.0744,1370,1994-02-01,1994,Feb
199403,0.3518,1371,1994-03-01,1994,Mar
199404,0.3546,1372,1994-04-01,1994,Apr
199405,0.3774,1373,1994-05-01,1994,May
199406,0.3804,1374,1994-06-01,1994,Jun
199407,0.3125,1375,1994-07-01,1994,Jul
199408,0.3082,1376,1994-08-01,1994,Aug
199409,0.3294,1377,1994-09-01,1994,Sep
199410,0.4251,1378,1994-10-01,1994,Oct
199411,0.4506,1379,1994-11-01,1994,Nov
199412,0.3982,1380,1994-12-01,1994,Dec
199501,0.5479,1381,1995-01-01,1995,Jan
199502,0.6875,1382,1995-02-01,1995,Feb
199503,0.4602,1383,1995-03-01,1995,Mar
199504,0.4079,1384,1995-04-01,1995,Apr
199505,0.3514,1385,1995-05-01,1995,May
199506,0.4621,1386,1995-06-01,1995,Jun
199507,0.4302,1387,1995-07-01,1995,Jul
199508,0.5036,1388,1995-08-01,1995,Aug
199509,0.3851,1389,1995-09-01,1995,Sep
199510,0.4352,1390,1995-10-01,1995,Oct
199511,0.4526,1391,1995-11-01,1995,Nov
199512,0.3435,1392,1995-12-01,1995,Dec
199601,0.261,1393,1996-01-01,1996,Jan
199602,0.452,1394,1996-02-01,1996,Feb
199603,0.3162,1395,1996-03-01,1996,Mar
199604,0.2672,1396,1996-04-01,1996,Apr
199605,0.383,1397,1996-05-01,1996,May
199606,0.3532,1398,1996-06-01,1996,Jun
199607,0.3221,1399,1996-07-01,1996,Jul
199608,0.3139,1400,1996-08-01,1996,Aug
199609,0.2649,1401,1996-09-01,1996,Sep
199610,0.2272,1402,1996-10-01,1996,Oct
199611,0.28,1403,1996-11-01,1996,Nov
199612,0.3848,1404,1996-12-01,1996,Dec
199701,0.3722,1405,1997-01-01,1997,Jan
199702,0.4259,1406,1997-02-01,1997,Feb
199703,0.4613,1407,1997-03-01,1997,Mar
199704,0.4506,1408,1997-04-01,1997,Apr
199705,0.4218,1409,1997-05-01,1997,May
199706,0.5306,1410,1997-06-01,1997,Jun
199707,0.5064,1411,1997-07-01,1997,Jul
199708,0.5442,1412,1997-08-01,1997,Aug
199709,0.6205,1413,1997-09-01,1997,Sep
199710,0.6443,1414,1997-10-01,1997,Oct
199711,0.583,1415,1997-11-01,1997,Nov
199712,0.6263,1416,1997-12-01,1997,Dec
199801,0.6043,1417,1998-01-01,1998,Jan
199802,0.8618,1418,1998-02-01,1998,Feb
199803,0.6394,1419,1998-03-01,1998,Mar
199804,0.7312,1420,1998-04-01,1998,Apr
199805,0.666,1421,1998-05-01,1998,May
199806,0.6622,1422,1998-06-01,1998,Jun
199807,0.7313,1423,1998-07-01,1998,Jul
199808,0.6772,1424,1998-08-01,1998,Aug
199809,0.5225,1425,1998-09-01,1998,Sep
199810,0.4943,1426,1998-10-01,1998,Oct
199811,0.4091,1427,1998-11-01,1998,Nov
199812,0.5787,1428,1998-12-01,1998,Dec
199901,0.4967,1429,1999-01-01,1999,Jan
199902,0.6676,1430,1999-02-01,1999,Feb
199903,0.3665,1431,1999-03-01,1999,Mar
199904,0.4544,1432,1999-04-01,1999,Apr
199905,0.4062,1433,1999-05-01,1999,May
199906,0.4169,1434,1999-06-01,1999,Jun
199907,0.3997,1435,1999-07-01,1999,Jul
199908,0.3663,1436,1999-08-01,1999,Aug
199909,0.3993,1437,1999-09-01,1999,Sep
199910,0.3752,1438,1999-10-01,1999,Oct
199911,0.3652,1439,1999-11-01,1999,Nov
199912,0.5723,1440,1999-12-01,1999,Dec
200001,0.3414,1441,2000-01-01,2000,Jan
200002,0.5378,1442,2000-02-01,2000,Feb
200003,0.5523,1443,2000-03-01,2000,Mar
200004,0.6285,1444,2000-04-01,2000,Apr
200005,0.4637,1445,2000-05-01,2000,May
200006,0.4048,1446,2000-06-01,2000,Jun
200007,0.3887,1447,2000-07-01,2000,Jul
200008,0.4532,1448,2000-08-01,2000,Aug
200009,0.4379,1449,2000-09-01,2000,Sep
200010,0.3008,1450,2000-10-01,2000,Oct
200011,0.2566,1451,2000-11-01,2000,Nov
200012,0.3157,1452,2000-12-01,2000,Dec
200101,0.4685,1453,2001-01-01,2001,Jan
200102,0.3904,1454,2001-02-01,2001,Feb
200103,0.6233,1455,2001-03-01,2001,Mar
200104,0.5603,1456,2001-04-01,2001,Apr
200105,0.5931,1457,2001-05-01,2001,May
200106,0.5325,1458,2001-06-01,2001,Jun
200107,0.5525,1459,2001-07-01,2001,Jul
200108,0.5979,1460,2001-08-01,2001,Aug
200109,0.501,1461,2001-09-01,2001,Sep
200110,0.4995,1462,2001-10-01,2001,Oct
200111,0.6881,1463,2001-11-01,2001,Nov
200112,0.5045,1464,2001-12-01,2001,Dec
200201,0.6915,1465,2002-01-01,2002,Jan
200202,0.7834,1466,2002-02-01,2002,Feb
200203,0.7865,1467,2002-03-01,2002,Mar
200204,0.5669,1468,2002-04-01,2002,Apr
200205,0.5593,1469,2002-05-01,2002,May
200206,0.5825,1470,2002-06-01,2002,Jun
200207,0.6181,1471,2002-07-01,2002,Jul
200208,0.5333,1472,2002-08-01,2002,Aug
200209,0.5638,1473,2002-09-01,2002,Sep
200210,0.4762,1474,2002-10-01,2002,Oct
200211,0.5885,1475,2002-11-01,2002,Nov
200212,0.4336,1476,2002-12-01,2002,Dec
200301,0.6838,1477,2003-01-01,2003,Jan
200302,0.5567,1478,2003-02-01,2003,Feb
200303,0.5649,1479,2003-03-01,2003,Mar
200304,0.5546,1480,2003-04-01,2003,Apr
200305,0.5933,1481,2003-05-01,2003,May
200306,0.5367,1482,2003-06-01,2003,Jun
200307,0.5411,1483,2003-07-01,2003,Jul
200308,0.6184,1484,2003-08-01,2003,Aug
200309,0.6395,1485,2003-09-01,2003,Sep
200310,0.7251,1486,2003-10-01,2003,Oct
200311,0.576,1487,2003-11-01,2003,Nov
200312,0.7353,1488,2003-12-01,2003,Dec
200401,0.5945,1489,2004-01-01,2004,Jan
200402,0.7194,1490,2004-02-01,2004,Feb
200403,0.6961,1491,2004-03-01,2004,Mar
200404,0.5946,1492,2004-04-01,2004,Apr
200405,0.4482,1493,2004-05-01,2004,May
200406,0.4736,1494,2004-06-01,2004,Jun
200407,0.4792,1495,2004-07-01,2004,Jul
200408,0.5174,1496,2004-08-01,2004,Aug
200409,0.5321,1497,2004-09-01,2004,Sep
200410,0.6177,1498,2004-10-01,2004,Oct
200411,0.7613,1499,2004-11-01,2004,Nov
200412,0.507,1500,2004-12-01,2004,Dec
200501,0.6218,1501,2005-01-01,2005,Jan
200502,0.5143,1502,2005-02-01,2005,Feb
200503,0.6927,1503,2005-03-01,2005,Mar
200504,0.7288,1504,2005-04-01,2005,Apr
200505,0.6564,1505,2005-05-01,2005,May
200506,0.6702,1506,2005-06-01,2005,Jun
200507,0.6581,1507,2005-07-01,2005,Jul
200508,0.6234,1508,2005-08-01,2005,Aug
200509,0.6851,1509,2005-09-01,2005,Sep
200510,0.6905,1510,2005-10-01,2005,Oct
200511,0.7263,1511,2005-11-01,2005,Nov
200512,0.6203,1512,2005-12-01,2005,Dec
200601,0.456,1513,2006-01-01,2006,Jan
200602,0.6191,1514,2006-02-01,2006,Feb
200603,0.5952,1515,2006-03-01,2006,Mar
200604,0.5203,1516,2006-04-01,2006,Apr
200605,0.5507,1517,2006-05-01,2006,May
200606,0.6375,1518,2006-06-01,2006,Jun
200607,0.6195,1519,2006-07-01,2006,Jul
200608,0.6228,1520,2006-08-01,2006,Aug
200609,0.6335,1521,2006-09-01,2006,Sep
200610,0.6823,1522,2006-10-01,2006,Oct
200611,0.6484,1523,2006-11-01,2006,Nov
200612,0.7714,1524,2006-12-01,2006,Dec
200701,0.8847,1525,2007-01-01,2007,Jan
200702,0.6644,1526,2007-02-01,2007,Feb
200703,0.6686,1527,2007-03-01,2007,Mar
200704,0.7378,1528,2007-04-01,2007,Apr
200705,0.6085,1529,2007-05-01,2007,May
200706,0.5381,1530,2007-06-01,2007,Jun
200707,0.5272,1531,2007-07-01,2007,Jul
200708,0.5525,1532,2007-08-01,2007,Aug
200709,0.5786,1533,2007-09-01,2007,Sep
200710,0.5681,1534,2007-10-01,2007,Oct
200711,0.5204,1535,2007-11-01,2007,Nov
200712,0.4885,1536,2007-12-01,2007,Dec
200801,0.275,1537,2008-01-01,2008,Jan
200802,0.3817,1538,2008-02-01,2008,Feb
200803,0.7659,1539,2008-03-01,2008,Mar
200804,0.4822,1540,2008-04-01,2008,Apr
200805,0.4979,1541,2008-05-01,2008,May
200806,0.5293,1542,2008-06-01,2008,Jun
200807,0.5782,1543,2008-07-01,2008,Jul
200808,0.5556,1544,2008-08-01,2008,Aug
200809,0.5296,1545,2008-09-01,2008,Sep
200810,0.6694,1546,2008-10-01,2008,Oct
200811,0.6708,1547,2008-11-01,2008,Nov
200812,0.5632,1548,2008-12-01,2008,Dec
200901,0.5929,1549,2009-01-01,2009,Jan
200902,0.5653,1550,2009-02-01,2009,Feb
200903,0.5777,1551,2009-03-01,2009,Mar
200904,0.6524,1552,2009-04-01,2009,Apr
200905,0.5883,1553,2009-05-01,2009,May
200906,0.6733,1554,2009-06-01,2009,Jun
200907,0.6444,1555,2009-07-01,2009,Jul
200908,0.698,1556,2009-08-01,2009,Aug
200909,0.7083,1557,2009-09-01,2009,Sep
200910,0.6407,1558,2009-10-01,2009,Oct
200911,0.6717,1559,2009-11-01,2009,Nov
200912,0.6137,1560,2009-12-01,2009,Dec
201001,0.6976,1561,2010-01-01,2010,Jan
201002,0.7032,1562,2010-02-01,2010,Feb
201003,0.8475,1563,2010-03-01,2010,Mar
201004,0.8299,1564,2010-04-01,2010,Apr
201005,0.757,1565,2010-05-01,2010,May
201006,0.7322,1566,2010-06-01,2010,Jun
201007,0.7286,1567,2010-07-01,2010,Jul
201008,0.6586,1568,2010-08-01,2010,Aug
201009,0.5724,1569,2010-09-01,2010,Sep
201010,0.6264,1570,2010-10-01,2010,Oct
201011,0.7716,1571,2010-11-01,2010,Nov
201012,0.4883,1572,2010-12-01,2010,Dec
201101,0.468,1573,2011-01-01,2011,Jan
201102,0.4928,1574,2011-02-01,2011,Feb
201103,0.5891,1575,2011-03-01,2011,Mar
201104,0.6555,1576,2011-04-01,2011,Apr
201105,0.5743,1577,2011-05-01,2011,May
201106,0.6456,1578,2011-06-01,2011,Jun
201107,0.6303,1579,2011-07-01,2011,Jul
201108,0.6137,1580,2011-08-01,2011,Aug
201109,0.5995,1581,2011-09-01,2011,Sep
201110,0.6348,1582,2011-10-01,2011,Oct
201111,0.4839,1583,2011-11-01,2011,Nov
201112,0.5451,1584,2011-12-01,2011,Dec
201201,0.4204,1585,2012-01-01,2012,Jan
201202,0.4199,1586,2012-02-01,2012,Feb
201203,0.521,1587,2012-03-01,2012,Mar
201204,0.7302,1588,2012-04-01,2012,Apr
201205,0.7169,1589,2012-05-01,2012,May
201206,0.7014,1590,2012-06-01,2012,Jun
201207,0.685,1591,2012-07-01,2012,Jul
201208,0.6679,1592,2012-08-01,2012,Aug
201209,0.7241,1593,2012-09-01,2012,Sep
201210,0.7024,1594,2012-10-01,2012,Oct
201211,0.7084,1595,2012-11-01,2012,Nov
201212,0.462,1596,2012-12-01,2012,Dec
201301,0.5887,1597,2013-01-01,2013,Jan
201302,0.6346,1598,2013-02-01,2013,Feb
201303,0.6126,1599,2013-03-01,2013,Mar
201304,0.5607,1600,2013-04-01,2013,Apr
201305,0.7141,1601,2013-05-01,2013,May
201306,0.6858,1602,2013-06-01,2013,Jun
201307,0.6689,1603,2013-07-01,2013,Jul
201308,0.6602,1604,2013-08-01,2013,Aug
201309,0.6838,1605,2013-09-01,2013,Sep
201310,0.6786,1606,2013-10-01,2013,Oct
201311,0.829,1607,2013-11-01,2013,Nov
201312,0.6983,1608,2013-12-01,2013,Dec
201401,0.6936,1609,2014-01-01,2014,Jan
201402,0.4772,1610,2014-02-01,2014,Feb
201403,0.7689,1611,2014-03-01,2014,Mar
201404,0.8009,1612,2014-04-01,2014,Apr
201405,0.7934,1613,2014-05-01,2014,May
201406,0.7634,1614,2014-06-01,2014,Jun
201407,0.6978,1615,2014-07-01,2014,Jul
201408,0.8008,1616,2014-08-01,2014,Aug
201409,0.7909,1617,2014-09-01,2014,Sep
201410,0.7859,1618,2014-10-01,2014,Oct
201411,0.6914,1619,2014-11-01,2014,Nov
201412,0.8308,1620,2014-12-01,2014,Dec
201501,0.815,1621,2015-01-01,2015,Jan
201502,0.8848,1622,2015-02-01,2015,Feb
201503,0.9019,1623,2015-03-01,2015,Mar
201504,0.7782,1624,2015-04-01,2015,Apr
201505,0.8589,1625,2015-05-01,2015,May
201506,0.8859,1626,2015-06-01,2015,Jun
201507,0.8114,1627,2015-07-01,2015,Jul
201508,0.8745,1628,2015-08-01,2015,Aug
201509,0.9276,1629,2015-09-01,2015,Sep
201510,0.9911,1630,2015-10-01,2015,Oct
201511,0.9676,1631,2015-11-01,2015,Nov
201512,1.1204,1632,2015-12-01,2015,Dec
201601,1.0467,1633,2016-01-01,2016,Jan
201602,1.1981,1634,2016-02-01,2016,Feb
201603,1.2293,1635,2016-03-01,2016,Mar
201604,1.0737,1636,2016-04-01,2016,Apr
201605,0.882,1637,2016-05-01,2016,May
201606,0.9072,1638,2016-06-01,2016,Jun
201607,0.8716,1639,2016-07-01,2016,Jul
201608,0.9024,1640,2016-08-01,2016,Aug
201609,0.8844,1641,2016-09-01,2016,Sep
201610,0.7385,1642,2016-10-01,2016,Oct
201611,0.7467,1643,2016-11-01,2016,Nov
201612,0.7916,1644,2016-12-01,2016,Dec
201701,0.8927,1645,2017-01-01,2017,Jan
201702,0.9782,1646,2017-02-01,2017,Feb
